game_id,name,no_of_reviews,percent,rates,pegi_rate,price
945360,Among Us,0,0,0,-,499
730,CounterStrike Global Offensive,90780,88,3,-,0
1097150,Fall Guys Ultimate Knockout,32436,84,3,-,199
1158310,Crusader Kings III,5359,91,3,m,499
1085660,Destiny 2,9147,87,3,t,0
1145360,Hades,0,0,0,-,249
1172620,Sea of Thieves,4703,88,3,t,399
359550,Tom Clancys Rainbow Six Siege,14261,89,3,m,199
570,Dota 2,14202,79,2,-,0
230410,Warframe,6342,85,3,m,0
306130,The Elder Scrolls Online,1806,86,3,m,199
238960,Path of Exile,2976,91,3,-,0
397540,Borderlands 3,1791,85,3,m,599
1129580,Medieval Dynasty,6674,92,3,-,299
381210,Dead by Daylight,6559,87,3,m,199
1250410,Microsoft Flight Simulator,2234,65,3,e,599
271590,Grand Theft Auto V,12354,90,3,m,299
39210,FINAL FANTASY XIV Online,727,89,3,t,199
582660,Black Desert Online,586,82,3,-,999
412020,Metro Exodus,2615,85,3,m,399
440900,Conan Exiles,1679,80,3,-,399
236390,War Thunder,4414,79,2,t,0
548430,Deep Rock Galactic,0,0,0,-,299
252490,Rust,6745,90,3,-,399
971996,Among Us  Mini Crewmate Bundle,0,0,0,-,299
440,Team Fortress 2,11564,94,3,-,0
976730,Halo The Master Chief Collection,3420,93,3,m,399
945360,Among Us,0,0,0,-,499
730,CounterStrike Global Offensive,90780,88,3,-,0
1097150,Fall Guys Ultimate Knockout,32436,84,3,-,199
1158310,Crusader Kings III,5359,91,3,m,499
1085660,Destiny 2,9147,87,3,t,0
1145360,Hades,0,0,0,-,249
1172620,Sea of Thieves,4703,88,3,t,399
359550,Tom Clancys Rainbow Six Siege,14261,89,3,m,199
570,Dota 2,14202,79,2,-,0
230410,Warframe,6342,85,3,m,0
306130,The Elder Scrolls Online,1806,86,3,m,199
238960,Path of Exile,2976,91,3,-,0
397540,Borderlands 3,1791,85,3,m,599
1129580,Medieval Dynasty,6671,92,3,-,299
381210,Dead by Daylight,6559,87,3,m,199
1250410,Microsoft Flight Simulator,2234,65,3,e,599
271590,Grand Theft Auto V,12354,90,3,m,299
39210,FINAL FANTASY XIV Online,727,89,3,t,199
582660,Black Desert Online,586,82,3,-,999
412020,Metro Exodus,2615,85,3,m,399
440900,Conan Exiles,1679,80,3,-,399
236390,War Thunder,4414,79,2,t,0
548430,Deep Rock Galactic,0,0,0,-,299
252490,Rust,6745,90,3,-,399
971996,Among Us  Mini Crewmate Bundle,0,0,0,-,299
440,Team Fortress 2,11564,94,3,-,0
976730,Halo The Master Chief Collection,3420,93,3,m,399
1056640,Phantasy Star Online 2,932,80,3,m,0
1174180,Red Dead Redemption 2,6469,88,3,m,599
252950,Rocket League,14234,74,2,e,0
289070,Sid Meiers Civilization VI,2643,89,3,e10,599
386360,SMITE,1355,77,2,t,0
1307550,Craftopia,7190,84,3,-,249
582010,Monster Hunter World,4572,91,3,t,299
275850,No Mans Sky,4605,89,3,t,599
1041720,Kingdoms of Amalur ReReckoning,2088,70,2,m,399
997070,Marvels Avengers,9440,65,3,t,599
632360,Risk of Rain 2,0,0,0,t,249
962130,Grounded,917,88,3,rp,299
629760,MORDHAU,2328,80,3,-,299
1151640,Horizon Zero Dawn Complete Edition,1816,88,3,t,499
221100,DayZ,2087,82,3,m,449
427520,Factorio,0,0,0,-,0
1222670,The Sims 4,541,88,3,t,499
1286830,STAR WARS The Old Republic,1652,89,3,t,0
489830,The Elder Scrolls V Skyrim Special Edition,0,0,0,m,399
1016120,PGA TOUR 2K21,227,83,3,e,599
346110,ARK Survival Evolved,4624,88,3,t,499
1206200,Conan Exiles Isle of Siptah,715,50,3,-,199
526870,Satisfactory,0,0,0,-,299
945360,Among Us,0,0,0,-,499
730,CounterStrike Global Offensive,90780,88,3,-,0
1097150,Fall Guys Ultimate Knockout,32436,84,3,-,199
1158310,Crusader Kings III,5359,91,3,m,499
1085660,Destiny 2,9147,87,3,t,0
1145360,Hades,0,0,0,-,249
1172620,Sea of Thieves,4703,88,3,t,399
359550,Tom Clancys Rainbow Six Siege,14261,89,3,m,199
570,Dota 2,14202,79,2,-,0
230410,Warframe,6342,85,3,m,0
306130,The Elder Scrolls Online,1806,86,3,m,199
238960,Path of Exile,2976,91,3,-,0
397540,Borderlands 3,1791,85,3,m,599
1129580,Medieval Dynasty,6671,92,3,-,299
381210,Dead by Daylight,6559,87,3,m,199
1250410,Microsoft Flight Simulator,2234,65,3,e,599
271590,Grand Theft Auto V,12354,90,3,m,299
39210,FINAL FANTASY XIV Online,727,89,3,t,199
582660,Black Desert Online,586,82,3,-,999
412020,Metro Exodus,2615,85,3,m,399
440900,Conan Exiles,1679,80,3,-,399
236390,War Thunder,4414,79,2,t,0
548430,Deep Rock Galactic,0,0,0,-,299
252490,Rust,6745,90,3,-,399
971996,Among Us  Mini Crewmate Bundle,0,0,0,-,299
440,Team Fortress 2,11564,94,3,-,0
976730,Halo The Master Chief Collection,3420,93,3,m,399
1056640,Phantasy Star Online 2,932,80,3,m,0
1174180,Red Dead Redemption 2,6469,88,3,m,599
252950,Rocket League,14234,74,2,e,0
289070,Sid Meiers Civilization VI,2643,89,3,e10,599
386360,SMITE,1355,77,2,t,0
1307550,Craftopia,7190,84,3,-,249
582010,Monster Hunter World,4572,91,3,t,299
275850,No Mans Sky,4605,89,3,t,599
1041720,Kingdoms of Amalur ReReckoning,2088,70,2,m,399
997070,Marvels Avengers,9440,65,3,t,599
632360,Risk of Rain 2,0,0,0,t,249
962130,Grounded,917,88,3,rp,299
629760,MORDHAU,2328,80,3,-,299
1151640,Horizon Zero Dawn Complete Edition,1816,88,3,t,499
221100,DayZ,2087,82,3,m,449
427520,Factorio,0,0,0,-,0
1222670,The Sims 4,541,88,3,t,499
1286830,STAR WARS The Old Republic,1652,89,3,t,0
489830,The Elder Scrolls V Skyrim Special Edition,0,0,0,m,399
1016120,PGA TOUR 2K21,227,83,3,e,599
346110,ARK Survival Evolved,4624,88,3,t,499
1206200,Conan Exiles Isle of Siptah,715,50,3,-,199
526870,Satisfactory,0,0,0,-,299
255710,Cities Skylines,1769,93,3,e,299
431960,Wallpaper Engine,0,0,0,-,399
311210,Call of Duty Black Ops III,983,94,3,m,599
1059530,Valve Index Headset,0,0,0,-,499
294100,RimWorld,0,0,0,-,349
1286350,BPM BULLETS PER MINUTE,2368,92,3,-,199
1151340,Fallout 76,608,64,3,m,399
552990,World of Warships,2976,89,3,t,0
594570,Total War WARHAMMER II,1192,94,3,t,0
578080,PLAYERUNKNOWNS BATTLEGROUNDS,17053,48,3,t,299
286160,Tabletop Simulator,0,0,0,-,199
719040,Wasteland 3,938,81,3,-,599
952060,Resident Evil 3,1234,81,3,-,599
413150,Stardew Valley,0,0,0,e10,149
794260,Outward,411,66,3,-,399
377160,Fallout 4,1892,91,3,m,299
946430,Among Us  Hamster Pet Bundle,113,93,3,-,299
242760,The Forest,0,0,0,-,199
291550,Brawlhalla,5565,84,3,e10,0
620980,Beat Saber,1231,86,3,-,299
251570,7 Days to Die,1980,93,3,-,249
105600,Terraria,0,0,0,-,999
780290,Gloomhaven,389,88,3,-,249
1089980,The Henry Stickmin Collection,0,0,0,-,149
435150,Divinity Original Sin 2  Definitive Edition,0,0,0,-,449
1118010,Monster Hunter World Iceborne,425,59,3,t,399
648800,Raft,5072,94,3,-,199
550,Left 4 Dead 2,0,0,0,-,999
1091500,Cyberpunk 2077,0,0,0,m,599
546560,HalfLife Alyx,0,0,0,-,599
304390,FOR HONOR,828,76,2,m,149
826630,Iron Harvest,665,69,3,-,499
613100,House Flipper,1096,94,3,-,199
1225330,NBA 2K21,5782,28,2,e,0
281990,Stellaris,1252,90,3,e10,399
703080,Planet Zoo,633,91,3,e10,449
261550,Mount  Blade II Bannerlord,2493,81,3,rp,499
107410,Arma 3,2162,88,3,m,0
782330,DOOM Eternal,1742,91,3,m,599
1213210,Command  Conquer Remastered Collection,676,90,3,t,199
1222140,Detroit Become Human,1195,90,3,m,0
292030,The Witcher 3 Wild Hunt,0,0,0,m,399
4000,Garrys Mod,0,0,0,-,999
1343612,Fall Guys Collectors Pack,297,48,3,-,100
589290,Holdfast Nations At War,679,94,3,-,199
870780,Control Ultimate Edition,1178,90,3,m,399
617290,Remnant From the Ashes,461,84,3,m,399
905370,Conquerors Blade,664,78,2,-,0
1041320,Lords Mobile,87,71,2,e10,0
379430,Kingdom Come Deliverance,927,82,3,m,299
218620,PAYDAY 2,3038,93,3,m,999
779340,Total War THREE KINGDOMS,844,83,3,t,0
686810,Hell Let Loose,756,86,3,-,299
493520,GTFO,314,76,2,-,349
270880,American Truck Simulator,0,0,0,-,0
787860,Farming Simulator 19,0,0,0,e,199
996580,Spyro Reignited Trilogy,193,94,3,e10,399
813780,Age of Empires II Definitive Edition,0,0,0,t,199
284160,BeamNGdrive,0,0,0,-,249
228380,Wreckfest,503,93,3,t,299
1222730,STAR WARS Squadrons,10938,73,2,t,0
594650,Hunt Showdown,918,78,2,m,399
393380,Squad,4191,89,3,-,499
8500,EVE Online,391,73,2,t,0
1016870,FINAL FANTASY XIV Shadowbringers,20,75,2,t,399
394360,Hearts of Iron IV,2588,92,3,-,399
803330,Destroy All Humans,152,90,3,t,299
1113000,Persona 4 Golden,0,0,0,m,0
883710,Resident Evil 2,0,0,0,m,399
1190460,DEATH STRANDING,1353,92,3,-,599
581320,Insurgency Sandstorm,1999,86,3,-,299
264710,Subnautica,0,0,0,e10,249
972660,Spiritfarer,0,0,0,t,299
739630,Phasmophobia,0,0,0,-,139
812140,Assassins Creed Odyssey,1699,89,3,m,599
367500,Dragons Dogma Dark Arisen,664,90,3,m,299
971995,Among Us  Brainslug Pet Bundle,47,89,3,-,299
970830,The Dungeon Of Naheulbeuk The Amulet Of Chaos,1705,88,3,-,349
640820,Pathfinder Kingmaker  Enhanced Plus Edition,520,78,2,-,199
1217060,Gunfire Reborn,2017,91,3,-,119
971999,Among Us  Stickmin Pet Bundle,70,91,3,-,299
814380,Sekiro Shadows Die Twice,1435,94,3,m,599
200210,Realm of the Mad God Exalt,408,84,3,-,0
518790,theHunter Call of the Wild,1090,90,3,t,199
444090,Paladins,2851,86,3,t,0
552500,Warhammer Vermintide 2,593,87,3,-,299
322330,Dont Starve Together,0,0,0,-,149
22380,Fallout New Vegas,0,0,0,m,999
374320,DARK SOULS III,0,0,0,m,599
266410,iRacing,25,96,3,-,129
239140,Dying Light,0,0,0,m,399
1377380,Night of the Dead,627,84,3,-,249
1239520,Madden NFL 21,251,52,3,e,0
960090,Bloons TD 6,0,0,0,-,999
610370,Desperados III,0,0,0,m,499
392110,Endless Space 2  Digital Deluxe Edition,262,73,2,e10,0
223750,DCS World Steam Edition,337,86,3,-,0
858810,Dawn of Man,248,89,3,-,249
466560,Northgard,864,90,3,-,299
361420,ASTRONEER,894,92,3,-,299
1149640,RimWorld  Royalty,28,71,2,-,199
947510,Sid Meiers Civilization VI Gathering Storm,27,62,3,e10,399
761890,Albion Online,1496,80,3,-,0
418370,Resident Evil 7 Biohazard,918,94,3,m,299
645630,Car Mechanic Simulator 2018,829,94,3,-,199
555160,Pavlov VR,497,94,3,m,249
364360,Total War WARHAMMER,157,85,3,t,0
359320,Elite Dangerous,1033,78,2,t,299
433340,Slime Rancher,0,0,0,-,199
962730,Skater XL  The Ultimate Skateboarding Game,457,90,3,e,399
1214420,Tom Clancys Rainbow Six Siege  Year 5 Pass,28,89,3,m,249
971924,Among Us  Bedcrab Pet Bundle,46,95,3,-,299
620,Portal 2,0,0,0,-,999
601510,YuGiOh Duel Links,840,86,3,t,0
632470,Disco Elysium,770,92,3,-,399
493340,Planet Coaster,507,94,3,e,449
244850,Space Engineers,625,91,3,-,199
219990,Grim Dawn,774,94,3,-,249
1172380,STAR WARS Jedi Fallen Order,703,86,3,t,599
1237950,STAR WARS Battlefront II,644,86,3,-,499
880940,Pummel Party,471,88,3,-,149
1089350,NBA 2K20,1776,58,3,e,599
1080110,F1 2020,1116,93,3,e,599
1054490,Wingspan,719,92,3,-,199
236850,Europa Universalis IV,755,88,3,t,399
360430,Mafia III Definitive Edition,404,58,3,m,0
573090,Stormworks Build and Rescue,1147,87,3,-,249
678950,DRAGON BALL FighterZ,610,92,3,t,599
9900,Star Trek Online,209,74,2,t,0
242050,Assassins Creed IV Black Flag,1045,88,3,m,199
1205430,The Elder Scrolls Online  Greymoor,43,53,3,m,399
848450,Subnautica Below Zero,748,93,3,-,199
823500,BONEWORKS,397,90,3,-,299
774861,Project Winter,230,86,3,-,199
1237970,Titanfall 2,0,0,0,m,499
629730,Blade and Sorcery,438,94,3,-,199
971998,Among Us  MIRA HQ Skins,158,94,3,-,199
431240,Golf With Your Friends,292,87,3,e10,149
570940,DARK SOULS REMASTERED,573,92,3,m,399
49520,Borderlands 2,991,94,3,m,199
971925,Among Us  Polus Skins,121,90,3,-,199
1005300,The Jackbox Party Pack 6,42,95,3,t,0
444200,World of Tanks Blitz,2015,82,3,t,0
621060,PC Building Simulator,0,0,0,-,199
1258080,Shop Titans,411,73,2,t,0
42700,Call of Duty Black Ops,0,0,0,m,399
969990,SpongeBob SquarePants Battle for Bikini Bottom  Rehydrated,166,93,3,e10,299
1151700,DayZ Livonia,18,72,2,m,139
560130,Pillars of Eternity II Deadfire,230,89,3,m,0
8930,Sid Meiers Civilization V,0,0,0,e10,299
513710,SCUM,794,79,2,-,299
386180,Crossout,797,79,2,t,0
250900,The Binding of Isaac Rebirth,0,0,0,-,149
1362660,Fall Guys  Fast Food Costume Pack,222,50,3,-,499
203770,Crusader Kings II,692,86,3,-,0
1238810,Battlefield  V,1254,63,3,m,499
1090150,Destiny 2 Forsaken,39,89,3,t,249
323190,Frostpunk,672,92,3,m,299
367520,Hollow Knight,0,0,0,e10,149
745920,Temtem,367,83,3,-,374
434170,The Jackbox Party Pack 3,73,97,3,t,0
495420,State of Decay 2 Juggernaut Edition,538,79,2,m,299
863550,HITMAN 2,605,93,3,m,0
223850,3DMark,273,91,3,-,299
1222680,Need for Speed Heat,528,82,3,t,499
365360,Battle Brothers,227,88,3,-,299
214950,Total War ROME II  Emperor Edition,499,92,3,rp,0
1259970,eFootball PES 2021,3429,72,2,e,299
109600,Neverwinter,317,85,3,t,0
206420,Saints Row IV,632,86,3,m,149
648350,Jurassic World Evolution,476,92,3,t,449
824270,KovaaK 20,556,93,3,-,999
953490,CARRION,521,94,3,-,0
1353521,Brawlhalla Battle Pass Season 2,105,96,3,e10,999
218230,PlanetSide 2,879,74,2,t,0
815370,Green Hell,898,86,3,-,249
24010,Train Simulator 2021,170,75,2,e,299
1139900,Ghostrunner,0,0,0,m,0
387990,Scrap Mechanic,1264,93,3,-,199
710920,Darksiders Genesis,222,76,2,t,299
1161580,Hardspace Shipbreaker,258,90,3,e,249
524220,NieRAutomata,2851,89,3,m,399
202970,Call of Duty Black Ops II,120,85,3,m,599
774171,Muse Dash,0,0,0,t,299
244210,Assetto Corsa,625,94,3,-,199
508440,Totally Accurate Battle Simulator,0,0,0,-,149
651670,Star Renegades,739,84,3,e10,249
22330,The Elder Scrolls IV Oblivion Game of the Year Edition,0,0,0,m,149
232090,Killing Floor 2,711,84,3,m,299
342180,Arizona Sunshine,47,72,2,m,399
627690,Idle Champions of the Forgotten Realms,179,79,2,t,0
1253920,Rogue Legacy 2,116,71,2,-,199
334230,Town of Salem,660,93,3,-,499
502500,ACE COMBAT 7 SKIES UNKNOWN,415,92,3,t,599
1113410,ARK Genesis Season Pass,29,62,3,t,349
1344680,Remnant From the Ashes  Subject 2923,16,75,2,m,999
268500,XCOM 2,459,90,3,t,599
767560,War Robots,253,58,3,-,0
1238860,Battlefield 4,1747,80,3,m,499
895400,Deadside,475,78,2,-,199
1057090,Ori and the Will of the Wisps,0,0,0,e,299
645402,Sid Meiers Civilization VI Rise and Fall,1993,58,3,e10,299
536270,Ancestors The Humankind Odyssey,203,78,2,t,399
391540,Undertale,0,0,0,-,999
967050,Pacify,899,90,3,-,499
47890,The Sims 3,305,90,3,t,499
1289670,EA Play,0,0,0,-,0
900883,The Elder Scrolls IV Oblivion Game of the Year Edition Deluxe,0,0,0,m,199
606280,Darksiders III,182,74,2,m,599
477160,Human Fall Flat,0,0,0,-,149
10090,Call of Duty World at War,0,0,0,m,199
851850,DRAGON BALL Z KAKAROT,255,94,3,t,599
799960,Wizard101,117,91,3,e10,0
1102190,Monster Train,0,0,0,-,249
976310,Mortal Kombat11,793,90,3,m,499
221680,Rocksmith 2014 Edition  Remastered,115,86,3,t,299
418460,Rising Storm 2 Vietnam,1043,87,3,-,249
231430,Company of Heroes 2,1081,85,3,m,0
470220,UNO,435,71,2,e,0
1299591,Total War THREE KINGDOMS  The Furious Wild,542,55,3,t,0
1408020,Dead by Daylight  Descend Beyond chapter,332,73,2,m,699
728880,Overcooked 2,490,94,3,-,249
459820,Crush Crush,333,90,3,-,0
588650,Dead Cells,0,0,0,t,249
581450,Call of Duty Black Ops III  Zombies Chronicles,14,92,3,m,299
55230,Saints Row The Third,0,0,0,m,999
933820,Endzone  A World Apart,123,77,2,-,239
753640,Outer Wilds,1317,94,3,e10,249
646570,Slay the Spire,0,0,0,e10,249
356190,Middleearth Shadow of War,1860,91,3,m,0
1194010,Outward  The Soroboreans,68,75,2,-,199
916840,The Walking Dead Saints  Sinners,155,90,3,-,399
958400,Project CARS 3,98,48,3,e,599
227300,Euro Truck Simulator 2,0,0,0,-,0
1030840,Mafia Definitive Edition,12163,86,3,m,399
641320,Cooking Simulator,206,78,2,-,199
262060,Darkest Dungeon,893,93,3,t,249
457140,Oxygen Not Included,0,0,0,-,249
1180660,Tell Me Why,161,88,3,m,299
527230,For The King,163,88,3,-,199
268910,Cuphead,0,0,0,e10,199
798490,Othercide,111,85,3,-,349
601150,Devil May Cry 5,1420,71,2,m,249
349040,NARUTO SHIPPUDEN Ultimate Ninja STORM 4,1118,93,3,t,299
1229490,ULTRAKILL,0,0,0,-,199
1087280,Out of the Park Baseball 21,95,90,3,e,199
1235721,The Sims 4 Cats  Dogs,19,73,2,t,399
257420,Serious Sam 4,5240,82,3,m,399
674940,Stick Fight The Game,1246,94,3,-,499
611670,The Elder Scrolls V Skyrim VR,64,78,2,m,599
310950,Street Fighter V,266,80,3,t,199
274920,FaceRig,117,76,2,-,149
1055810,Muse Dash  Just as planned,75,96,3,t,299
230290,Universe Sandbox,0,0,0,-,299
774461,The Jackbox Party Pack 5,27,100,3,t,0
403640,Dishonored 2,289,89,3,m,399
1418980,Medieval Dynasty  Digital Supporter Pack,0,0,0,-,699
606880,GreedFall,309,77,2,-,499
286690,Metro 2033 Redux,0,0,0,-,199
233860,Kenshi,0,0,0,-,299
602960,Barotrauma,575,88,3,-,299
208650,Batman Arkham Knight,1034,92,3,m,199
611790,House Party,126,89,3,-,249
220200,Kerbal Space Program,0,0,0,e,399
8870,BioShock Infinite,1062,93,3,m,0
877200,Zero Caliber VR,71,87,3,-,249
750920,Shadow of the Tomb Raider Definitive Edition,596,89,3,m,0
805550,Assetto Corsa Competizione,236,93,3,e,399
285900,Gang Beasts,202,84,3,e10,199
731490,Crash Bandicoot N Sane Trilogy,138,92,3,e10,399
1140001,Stellaris Federations,731,72,2,e10,199
383980,Rivals of Aether,0,0,0,e10,299
1096900,RPG Maker MZ,27,66,3,-,799
376210,The Isle,711,86,3,-,199
552520,Far Cry 5,1185,80,3,m,599
637650,FINAL FANTASY XV WINDOWS EDITION,802,86,3,t,0
382310,Eco,172,76,2,-,299
1146930,Cities Skylines  Sunset Harbor,352,55,3,e,149
567640,Danganronpa V3 Killing Harmony,256,89,3,-,399
1062160,Poly Bridge 2,0,0,0,-,149
881100,Noita,748,92,3,-,199
1030210,Torchlight III,5520,48,3,-,399
566440,Necromunda Underhive Wars,1537,61,3,-,399
453480,Shadowverse CCG,124,74,2,-,0
1209470,American Truck Simulator  Idaho,13,69,3,-,119
287390,Metro Last Light Redux,0,0,0,-,199
610180,The Jackbox Party Pack 4,40,92,3,t,0
637090,BATTLETECH,280,88,3,-,399
1245150,Remnant From the Ashes  Swamps of Corsus,482,52,3,m,999
1222690,Dragon Age Inquisition,182,78,2,m,499
1349400,Planet Zoo Australia Pack,102,73,2,e10,999
942290,House Flipper  Garden DLC,523,64,3,-,149
1089090,ONE PIECE PIRATE WARRIORS 4,214,88,3,t,599
690830,Foundation,190,85,3,-,299
389730,TEKKEN 7,736,78,2,t,399
1139980,Travellers Rest,167,92,3,-,149
266840,Age of Mythology Extended Edition,0,0,0,t,299
635260,CarX Drift Racing Online,404,93,3,e,149
383120,Empyrion  Galactic Survival,318,80,3,-,199
489630,Warhammer 40000 Gladius  Relics of War,41,82,3,-,399
252690,Fantasy Grounds,12,91,3,-,399
500,Left 4 Dead,0,0,0,-,999
454650,DRAGON BALL XENOVERSE 2,370,88,3,t,499
1100600,Football Manager 2020,672,89,3,e,0
978780,STORY OF SEASONS Friends of Mineral Town,79,96,3,e10,499
1012790,Into the Radius VR,67,58,3,-,299
1106840,Hydroneer,302,91,3,-,999
1265640,Conan Exiles  Architects of Argos Pack,0,0,0,-,999
757320,Atomicrops,388,92,3,-,149
212500,The Lord of the Rings Online,149,83,3,t,0
216150,MapleStory,91,61,3,-,0
636480,Ravenfield,0,0,0,-,149
413410,Danganronpa Trigger Happy Havoc,0,0,0,-,199
450540,Hot Dogs Horseshoes  Hand Grenades,0,0,0,-,199
1009290,SWORD ART ONLINE Alicization Lycoris,159,68,3,t,599
379720,DOOM,0,0,0,m,199
690790,DiRT Rally 20,609,88,3,e,399
617830,SUPERHOT VR,64,87,3,-,249
788100,Neon Abyss,596,77,2,-,0
965580,Root,203,90,3,-,149
656350,UnderMine,0,0,0,e10,199
1105420,Game of Thrones Winter is Coming,57,59,3,-,0
736220,Post Scriptum,229,83,3,-,299
395180,Arma 3 Apex,2075,82,3,m,0
380600,Fishing Planet,518,90,3,e,0
375480,Chronicon,0,0,0,-,139
400,Portal,0,0,0,-,999
362890,Black Mesa,0,0,0,-,199
305620,The Long Dark,645,90,3,t,299
253230,A Hat in Time,0,0,0,e10,299
787480,Phoenix Wright Ace Attorney Trilogy,0,0,0,t,299
933110,Age of Empires III Definitive Edition,3345,53,3,t,199
1401860,Rainbow Six Siege  Welcome Pack,251,93,3,m,999
718560,Scythe Digital Edition,70,94,3,e10,199
304050,Trove,791,87,3,e10,0
894940,Littlewood,214,92,3,-,149
288470,Fable Anniversary,75,88,3,m,349
269950,XPlane 11,213,88,3,-,599
604240,Shotgun Farmers,0,0,0,-,0
383150,Dead Island Definitive Edition,238,82,3,m,199
201270,Total War SHOGUN 2,323,93,3,t,0
1369370,Combat Mission Shock Force 2,36,75,2,-,599
1150190,Street Fighter V  Champion Edition Upgrade Kit,81,71,2,t,299
413420,Danganronpa 2 Goodbye Despair,0,0,0,-,199
460930,Tom Clancys Ghost Recon Wildlands,368,81,3,m,0
17390,SPORE,699,93,3,e10,499
1222700,A Way Out,268,83,3,m,499
1324970,Dead By Daylight  Silent Hill Chapter,23,91,3,m,699
382560,Hot Lava,0,0,0,-,199
204360,Castle Crashers,0,0,0,t,0
1361280,Battle Brothers  Blazing Deserts,217,87,3,-,149
211820,Starbound,649,91,3,e10,149
715560,Eastshade,110,88,3,-,249
1238840,Battlefield 1,836,83,3,m,499
475150,Titan Quest Anniversary Edition,304,94,3,t,199
1196630,Nexomon Extinction,0,0,0,-,199
654890,Grand Tactician The Civil War 18611865,57,73,2,-,399
633230,NARUTO TO BORUTO SHINOBI STRIKER,409,88,3,t,499
960990,Beyond Two Souls,347,87,3,m,0
628670,Hellpoint,62,83,3,-,349
1126050,House Flipper  HGTV DLC,14,71,2,-,999
582160,Assassins Creed Origins,861,85,3,m,599
1142100,WWE 2K BATTLEGROUNDS,178,65,3,t,399
678960,CODE VEIN,352,86,3,m,0
372000,Tree of Savior English Ver,107,74,2,t,0
1119700,As Far As The Eye,870,80,3,-,249
732690,FIVE NIGHTS AT FREDDYS HELP WANTED,0,0,0,-,299
638970,Yakuza 0,1098,94,3,m,0
1097840,Gears 5,152,78,2,m,399
329070,SpyParty,23,82,3,-,249
1196310,Fantasy Grounds Unity,15,86,3,-,399
1101190,Dungeon Defenders Awakened,81,58,3,e10,299
1211630,The Jackbox Party Pack 7,153,96,3,-,299
424030,War of Rights,138,93,3,-,299
692850,Bloodstained Ritual of the Night,0,0,0,t,399
667970,VTOL VR,0,0,0,-,299
1282590,Train Sim World 2,216,85,3,e,299
1233260,FAIRY TAIL,35,65,3,t,599
254700,Resident Evil 4,797,92,3,m,199
641990,The Escapists 2,0,0,0,-,199
221040,Resident Evil 6,460,83,3,m,299
21690,Resident Evil 5,377,87,3,m,199
715194,Cities Skylines  Industries,486,73,2,e,149
1250650,AIShoujoAI,33,66,3,-,699
1349230,5D Chess With Multiverse Time Travel,0,0,0,-,119
492720,Tropico 6,220,86,3,t,499
571740,Golf It,159,88,3,-,899
528230,SYNTHETIK Legion Rising,0,0,0,-,199
1121560,Atelier Ryza Ever Darkness  the Secret Hideout,75,88,3,t,599
834910,ATLAS,209,50,3,-,299
1066780,Transport Fever 2,250,84,3,-,399
105450,Age of Empires III 2007,398,92,3,t,399
1233880,Disgaea 4 Complete,180,95,3,t,399
644930,They Are Billions,458,86,3,-,299
704850,Thief Simulator,343,87,3,-,199
221380,Age of Empires II 2013,0,0,0,t,199
239030,Papers Please,0,0,0,-,999
488790,South Park The Fractured But Whole,247,91,3,m,499
682990,Drug Dealer Simulator,309,79,2,-,0
1150590,Samurai Jack Battle Through Time,53,90,3,-,399
237630,DuckTales Remastered,144,72,2,e,149
801860,Deep Rock Galactic  Supporter Upgrade,420,99,3,-,149
537180,Digimon Masters Online,117,65,3,-,0
774361,Blasphemous,323,92,3,-,0
10180,Call of Duty Modern Warfare 2,0,0,0,m,199
644830,The Surge 2,155,81,3,-,399
240720,Getting Over It with Bennett Foddy,583,85,3,-,799
373420,Divinity Original Sin  Enhanced Edition,324,87,3,m,399
244450,Men of War Assault Squad 2,349,94,3,-,299
287700,METAL GEAR SOLID V THE PHANTOM PAIN,691,92,3,m,199
544750,SOULCALIBUR VI,74,71,2,t,599
979110,Space Haven,95,88,3,-,229
1330040,Destiny 2 Season of Arrivals Silver Bundle,15,93,3,t,149
261570,Ori and the Blind Forest,313,92,3,e,0
464920,Surviving Mars,114,93,3,e10,299
897670,Grim Dawn  Forgotten Gods Expansion,815,85,3,-,159
16211,Medieval Dynasty  Digital Supporter Edition,0,0,0,-,332
1079800,Pistol Whip,53,96,3,-,249
1017900,Age of Empires Definitive Edition,178,83,3,t,199
24200,DC Universe Online,157,84,3,t,0
1158100,Expansion  Hearts of Iron IV La Rsistance,54,53,3,-,199
960170,DJMAX RESPECT V,372,91,3,-,499
32470,STAR WARS Empire at War  Gold Pack,0,0,0,t,199
1021790,Arma 3 Contact,13,69,3,m,0
314160,Microsoft Flight Simulator X Steam Edition,242,92,3,e,249
899770,Last Epoch,147,87,3,-,349
646910,The Crew 2,554,88,3,t,0
397460,The Jackbox Party Pack 2,16,100,3,t,0
1118200,People Playground,0,0,0,-,999
1135280,Dead by Daylight  Stranger Things Chapter,18,83,3,m,119
509980,BIGFOOT,147,78,2,-,159
810040,Swords n Magic and Stuff,228,92,3,-,199
1106750,Fault,110,61,3,-,199
17480,Command  Conquer Red Alert 3,248,85,3,t,199
411300,ELEX,169,68,3,m,499
480490,Prey,329,90,3,m,299
291650,Pillars of Eternity,163,92,3,m,299
387020,Brawlhalla  All Legends Current and Future,182,91,3,e10,199
1238000,Mass Effect Andromeda Deluxe Edition,224,80,3,m,499
547502,Cities Skylines  Mass Transit,699,84,3,e,129
642280,Grim Dawn  Ashes of Malmouth Expansion,1183,90,3,-,179
